Product Name,Name,Stars,Title,Date,Description
"Apple Watch SE (GPS + Cellular, 40mm) - Space Grey Aluminium Case with Midnight Sport Band - Regular",Aditya Jaiswal,5.0,"5.0 out of 5 stars
Great for Everyday Use",N/A,"The media could not be loaded.
                



 You know it’ll be great when it’s apple. The Build Quality is Top-Notch. It comes with so many Cute watch-faces. I order a 40mm version so It fits well on my tiny wrist. The strap is really comfortable, It doesn’t leave a mark on your skin. Do charge it for 100% before using it for the first time. Mine was Drain when It arrived. My only concern is for the battery as It lasts only a day. Overall, It’s a beast on your wrist.
Read more"
"Apple Watch SE (GPS + Cellular, 40mm) - Space Grey Aluminium Case with Midnight Sport Band - Regular",Vaidehi,5.0,"5.0 out of 5 stars
Trendy watch",N/A,"I have been using this watch regularly for past year and its simply fabulous.
Read more"
"Apple Watch SE (GPS + Cellular, 40mm) - Space Grey Aluminium Case with Midnight Sport Band - Regular",vijay,5.0,"5.0 out of 5 stars
Value of money",N/A,"If you are looking for a watch that is the in the 20k-30k segment, this is the watch to go for. It ticks all the right boxes. It has cellular for those times when you are reluctant to carry a phone during your workout and has good workout modes. I have tested this watch having airpods which would help you to have a better experience.Pros1. A days battery life.2. Good workout modes3. Basic water resistance(tested in a pool) although it will not accept any input in water and works and soon as it dries up4. Cellular good enough to take calls and listen to music.Cons1. Battery gets drained very fast when a workout mode is on.2. If you are on a long call, the watch gets heated up and cellular becomes unusable. When the watch cools down you can make calls again.3. Water resistant but in water it will not accept inputs. You have to turn on your workout mode and jump into the pool. You cant do it once in the pool.4. You have to charge it daily. If you workout more then charge twice a day.
Read more"
"Apple Watch SE (GPS + Cellular, 40mm) - Space Grey Aluminium Case with Midnight Sport Band - Regular",KISHOR,5.0,"5.0 out of 5 stars
Best Budget friendly premium watch",N/A,"Best Budget friendly premium watch, its worth it I purchased for  INR 22,150.00 Apple Watch SE (GPS, 40mm) - Space Grey Aluminium Case with Black Sport Band on  3 October 2021
Read more"
"Apple Watch SE (GPS + Cellular, 40mm) - Space Grey Aluminium Case with Midnight Sport Band - Regular",Rohith kumar,4.0,"4.0 out of 5 stars
Battery percentage was zero",N/A,"I go a product in very good packing im excited to do the unboxing but finally i swichon the watch there is not charge i got upset finally product was good nice experience
Read more"
"Apple Watch SE (GPS + Cellular, 40mm) - Space Grey Aluminium Case with Midnight Sport Band - Regular",Vishwa,5.0,"5.0 out of 5 stars
value for money in apple",N/A,"good updated
Read more"
"Apple Watch SE (GPS + Cellular, 40mm) - Space Grey Aluminium Case with Midnight Sport Band - Regular",MeAmazon Customer,5.0,"5.0 out of 5 stars
Please arrange display",N/A,"The media could not be loaded.
                



 My watch display is Broken
Read more"
"Apple Watch SE (GPS + Cellular, 40mm) - Space Grey Aluminium Case with Midnight Sport Band - Regular",Kailash,5.0,"5.0 out of 5 stars
Good",N/A,"Worth for money
Read more"
"Apple Watch SE (GPS + Cellular, 40mm) - Space Grey Aluminium Case with Midnight Sport Band - Regular",Aditya Jaiswal,5.0,"5.0 out of 5 stars
Great for Everyday Use",N/A,"The media could not be loaded.
                



 You know it’ll be great when it’s apple. The Build Quality is Top-Notch. It comes with so many Cute watch-faces. I order a 40mm version so It fits well on my tiny wrist. The strap is really comfortable, It doesn’t leave a mark on your skin. Do charge it for 100% before using it for the first time. Mine was Drain when It arrived. My only concern is for the battery as It lasts only a day. Overall, It’s a beast on your wrist.
Read more"
"Apple Watch SE (GPS + Cellular, 40mm) - Space Grey Aluminium Case with Midnight Sport Band - Regular",Vaidehi,5.0,"5.0 out of 5 stars
Trendy watch",N/A,"I have been using this watch regularly for past year and its simply fabulous.
Read more"
"Apple Watch SE (GPS + Cellular, 40mm) - Space Grey Aluminium Case with Midnight Sport Band - Regular",vijay,5.0,"5.0 out of 5 stars
Value of money",N/A,"If you are looking for a watch that is the in the 20k-30k segment, this is the watch to go for. It ticks all the right boxes. It has cellular for those times when you are reluctant to carry a phone during your workout and has good workout modes. I have tested this watch having airpods which would help you to have a better experience.Pros1. A days battery life.2. Good workout modes3. Basic water resistance(tested in a pool) although it will not accept any input in water and works and soon as it dries up4. Cellular good enough to take calls and listen to music.Cons1. Battery gets drained very fast when a workout mode is on.2. If you are on a long call, the watch gets heated up and cellular becomes unusable. When the watch cools down you can make calls again.3. Water resistant but in water it will not accept inputs. You have to turn on your workout mode and jump into the pool. You cant do it once in the pool.4. You have to charge it daily. If you workout more then charge twice a day.
Read more"
"Apple Watch SE (GPS + Cellular, 40mm) - Space Grey Aluminium Case with Midnight Sport Band - Regular",KISHOR,5.0,"5.0 out of 5 stars
Best Budget friendly premium watch",N/A,"Best Budget friendly premium watch, its worth it I purchased for  INR 22,150.00 Apple Watch SE (GPS, 40mm) - Space Grey Aluminium Case with Black Sport Band on  3 October 2021
Read more"
"Apple Watch SE (GPS + Cellular, 40mm) - Space Grey Aluminium Case with Midnight Sport Band - Regular",Rohith kumar,4.0,"4.0 out of 5 stars
Battery percentage was zero",N/A,"I go a product in very good packing im excited to do the unboxing but finally i swichon the watch there is not charge i got upset finally product was good nice experience
Read more"
"Apple Watch SE (GPS + Cellular, 40mm) - Space Grey Aluminium Case with Midnight Sport Band - Regular",Vishwa,5.0,"5.0 out of 5 stars
value for money in apple",N/A,"good updated
Read more"
"Apple Watch SE (GPS + Cellular, 40mm) - Space Grey Aluminium Case with Midnight Sport Band - Regular",MeAmazon Customer,5.0,"5.0 out of 5 stars
Please arrange display",N/A,"The media could not be loaded.
                



 My watch display is Broken
Read more"
"Apple Watch SE (GPS + Cellular, 40mm) - Space Grey Aluminium Case with Midnight Sport Band - Regular",Kailash,5.0,"5.0 out of 5 stars
Good",N/A,"Worth for money
Read more"
"Apple Watch SE (GPS + Cellular, 40mm) - Space Grey Aluminium Case with Midnight Sport Band - Regular",Aditya Jaiswal,5.0,"5.0 out of 5 stars
Great for Everyday Use",N/A,"The media could not be loaded.
                



 You know it’ll be great when it’s apple. The Build Quality is Top-Notch. It comes with so many Cute watch-faces. I order a 40mm version so It fits well on my tiny wrist. The strap is really comfortable, It doesn’t leave a mark on your skin. Do charge it for 100% before using it for the first time. Mine was Drain when It arrived. My only concern is for the battery as It lasts only a day. Overall, It’s a beast on your wrist.
Read more"
"Apple Watch SE (GPS + Cellular, 40mm) - Space Grey Aluminium Case with Midnight Sport Band - Regular",Vaidehi,5.0,"5.0 out of 5 stars
Trendy watch",N/A,"I have been using this watch regularly for past year and its simply fabulous.
Read more"
"Apple Watch SE (GPS + Cellular, 40mm) - Space Grey Aluminium Case with Midnight Sport Band - Regular",vijay,5.0,"5.0 out of 5 stars
Value of money",N/A,"If you are looking for a watch that is the in the 20k-30k segment, this is the watch to go for. It ticks all the right boxes. It has cellular for those times when you are reluctant to carry a phone during your workout and has good workout modes. I have tested this watch having airpods which would help you to have a better experience.Pros1. A days battery life.2. Good workout modes3. Basic water resistance(tested in a pool) although it will not accept any input in water and works and soon as it dries up4. Cellular good enough to take calls and listen to music.Cons1. Battery gets drained very fast when a workout mode is on.2. If you are on a long call, the watch gets heated up and cellular becomes unusable. When the watch cools down you can make calls again.3. Water resistant but in water it will not accept inputs. You have to turn on your workout mode and jump into the pool. You cant do it once in the pool.4. You have to charge it daily. If you workout more then charge twice a day.
Read more"
"Apple Watch SE (GPS + Cellular, 40mm) - Space Grey Aluminium Case with Midnight Sport Band - Regular",KISHOR,5.0,"5.0 out of 5 stars
Best Budget friendly premium watch",N/A,"Best Budget friendly premium watch, its worth it I purchased for  INR 22,150.00 Apple Watch SE (GPS, 40mm) - Space Grey Aluminium Case with Black Sport Band on  3 October 2021
Read more"
"Apple Watch SE (GPS + Cellular, 40mm) - Space Grey Aluminium Case with Midnight Sport Band - Regular",Rohith kumar,4.0,"4.0 out of 5 stars
Battery percentage was zero",N/A,"I go a product in very good packing im excited to do the unboxing but finally i swichon the watch there is not charge i got upset finally product was good nice experience
Read more"
"Apple Watch SE (GPS + Cellular, 40mm) - Space Grey Aluminium Case with Midnight Sport Band - Regular",Vishwa,5.0,"5.0 out of 5 stars
value for money in apple",N/A,"good updated
Read more"
"Apple Watch SE (GPS + Cellular, 40mm) - Space Grey Aluminium Case with Midnight Sport Band - Regular",MeAmazon Customer,5.0,"5.0 out of 5 stars
Please arrange display",N/A,"The media could not be loaded.
                



 My watch display is Broken
Read more"
"Apple Watch SE (GPS + Cellular, 40mm) - Space Grey Aluminium Case with Midnight Sport Band - Regular",Kailash,5.0,"5.0 out of 5 stars
Good",N/A,"Worth for money
Read more"
"Apple Watch SE (GPS + Cellular, 40mm) - Space Grey Aluminium Case with Midnight Sport Band - Regular",Aditya Jaiswal,5.0,"5.0 out of 5 stars
Great for Everyday Use",N/A,"The media could not be loaded.
                



 You know it’ll be great when it’s apple. The Build Quality is Top-Notch. It comes with so many Cute watch-faces. I order a 40mm version so It fits well on my tiny wrist. The strap is really comfortable, It doesn’t leave a mark on your skin. Do charge it for 100% before using it for the first time. Mine was Drain when It arrived. My only concern is for the battery as It lasts only a day. Overall, It’s a beast on your wrist.
Read more"
"Apple Watch SE (GPS + Cellular, 40mm) - Space Grey Aluminium Case with Midnight Sport Band - Regular",Vaidehi,5.0,"5.0 out of 5 stars
Trendy watch",N/A,"I have been using this watch regularly for past year and its simply fabulous.
Read more"
"Apple Watch SE (GPS + Cellular, 40mm) - Space Grey Aluminium Case with Midnight Sport Band - Regular",vijay,5.0,"5.0 out of 5 stars
Value of money",N/A,"If you are looking for a watch that is the in the 20k-30k segment, this is the watch to go for. It ticks all the right boxes. It has cellular for those times when you are reluctant to carry a phone during your workout and has good workout modes. I have tested this watch having airpods which would help you to have a better experience.Pros1. A days battery life.2. Good workout modes3. Basic water resistance(tested in a pool) although it will not accept any input in water and works and soon as it dries up4. Cellular good enough to take calls and listen to music.Cons1. Battery gets drained very fast when a workout mode is on.2. If you are on a long call, the watch gets heated up and cellular becomes unusable. When the watch cools down you can make calls again.3. Water resistant but in water it will not accept inputs. You have to turn on your workout mode and jump into the pool. You cant do it once in the pool.4. You have to charge it daily. If you workout more then charge twice a day.
Read more"
